,Date,Team,Homeoraway,TeamWinPred,TeamScorePred,TeamOdds,TeamScore,Opponent,OpponentWinPred,OpponentScorePred,OpponentOdds,OpponentScore,GameTotal,Result,BetWinResult,Favourite,ScoredfromPred,ReceivedfromPred
1715,2021.04.19,Washington Wizards,Home,64%,116,1.12,119,Oklahoma City Thunder,36%,111,6.99,107,226,Win,0.12,Favourite,3,-4
1716,2021.04.19,Milwaukee Bucks,Home,55%,116,1.7,127,Phoenix Suns,45%,113,2.24,128,255,Lose,-1,Favourite,11,15
1717,2021.04.19,Indiana Pacers,Home,53%,114,2.36,94,San Antonio Spurs,47%,112,1.63,109,203,Lose,-1,NotFav,-20,-3
1718,2021.04.19,Los Angeles Lakers,Home,40%,107,3.18,97,Utah Jazz,60%,111,1.39,111,208,Lose,-1,NotFav,-10,0
1719,2021.04.20,Brooklyn Nets,Away,58%,122,2.24,134,New Orleans Pelicans,42%,118,1.69,129,263,Win,1.24,NotFav,12,11
1720,2021.04.20,Charlotte Hornets,Away,41%,103,2.7,97,New York Knicks,59%,107,1.5,109,206,Lose,-1,NotFav,-6,2
1721,2021.04.20,Los Angeles Clippers,Away,68%,118,1.49,113,Portland Trail Blazers,32%,111,2.75,112,225,Win,0.49,Favourite,-5,1
1722,2021.04.20,Minnesota Timberwolves,Away,37%,116,2.35,134,Sacramento Kings,63%,121,1.64,120,254,Win,1.35,NotFav,18,-1
1723,2021.04.20,Orlando Magic,Away,23%,104,6.89,96,Atlanta Hawks,77%,113,1.12,112,208,Lose,-1,NotFav,-8,-1
1724,2021.04.20,New Orleans Pelicans,Home,42%,118,1.69,129,Brooklyn Nets,58%,122,2.24,134,263,Lose,-1,Favourite,11,12
1725,2021.04.20,New York Knicks,Home,59%,107,1.5,109,Charlotte Hornets,41%,103,2.7,97,206,Win,0.5,Favourite,2,-6
1726,2021.04.20,Portland Trail Blazers,Home,32%,111,2.75,112,Los Angeles Clippers,68%,118,1.49,113,225,Lose,-1,NotFav,1,-5
1727,2021.04.20,Sacramento Kings,Home,63%,121,1.64,120,Minnesota Timberwolves,37%,116,2.35,134,254,Lose,-1,Favourite,-1,18
1728,2021.04.20,Atlanta Hawks,Home,77%,113,1.12,112,Orlando Magic,23%,104,6.89,96,208,Win,0.12,Favourite,-1,-8
1729,2021.04.21,Atlanta Hawks,Away,49%,106,1.83,127,New York Knicks,51%,107,2.04,137,264,Lose,-1,Favourite,21,30
1730,2021.04.21,Brooklyn Nets,Away,57%,118,2.54,103,Toronto Raptors,43%,115,1.56,114,217,Lose,-1,NotFav,-15,-1
1731,2021.04.21,Chicago Bulls,Away,62%,111,1.77,105,Cleveland Cavaliers,38%,106,2.11,121,226,Lose,-1,Favourite,-6,15
1732,2021.04.21,Denver Nuggets,Away,61%,117,1.81,106,Portland Trail Blazers,39%,112,2.06,105,211,Win,0.81,Favourite,-11,-7
1733,2021.04.21,Detroit Pistons,Away,34%,105,5.62,117,Dallas Mavericks,66%,111,1.16,127,244,Lose,-1,NotFav,12,16
1734,2021.04.21,Golden State Warriors,Away,55%,119,1.79,114,Washington Wizards,45%,116,2.09,118,232,Lose,-1,Favourite,-5,2
1735,2021.04.21,Memphis Grizzlies,Away,32%,109,1.55,105,Los Angeles Clippers,68%,116,2.54,117,222,Lose,-1,Favourite,-4,1
1736,2021.04.21,Miami Heat,Away,50%,106,1.83,107,San Antonio Spurs,50%,107,2.04,87,194,Win,0.83,Favourite,1,-20
1737,2021.04.21,Minnesota Timberwolves,Away,37%,116,2.26,125,Sacramento Kings,63%,121,1.68,128,253,Lose,-1,NotFav,9,7
1738,2021.04.21,Oklahoma City Thunder,Away,29%,108,4.11,116,Indiana Pacers,71%,116,1.26,122,238,Lose,-1,NotFav,8,6
1739,2021.04.21,Phoenix Suns,Away,46%,109,1.7,116,Philadelphia 76ers,54%,111,2.24,113,229,Win,0.7,Favourite,7,2
1740,2021.04.21,Utah Jazz,Away,85%,120,1.15,112,Houston Rockets,15%,106,5.97,89,201,Win,0.15,Favourite,-8,-17
1741,2021.04.21,New York Knicks,Home,51%,107,2.04,137,Atlanta Hawks,49%,106,1.83,127,264,Win,1.04,NotFav,30,21
1742,2021.04.21,Toronto Raptors,Home,43%,115,1.56,114,Brooklyn Nets,57%,118,2.54,103,217,Win,0.56,Favourite,-1,-15
1743,2021.04.21,Cleveland Cavaliers,Home,38%,106,2.11,121,Chicago Bulls,62%,111,1.77,105,226,Win,1.11,NotFav,15,-6
1744,2021.04.21,Portland Trail Blazers,Home,39%,112,2.06,105,Denver Nuggets,61%,117,1.81,106,211,Lose,-1,NotFav,-7,-11
1745,2021.04.21,Dallas Mavericks,Home,66%,111,1.16,127,Detroit Pistons,34%,105,5.62,117,244,Win,0.16,Favourite,16,12
1746,2021.04.21,Washington Wizards,Home,45%,116,2.09,118,Golden State Warriors,55%,119,1.79,114,232,Win,1.09,NotFav,2,-5
1747,2021.04.21,Los Angeles Clippers,Home,68%,116,2.54,117,Memphis Grizzlies,32%,109,1.55,105,222,Win,1.54,NotFav,1,-4
1748,2021.04.21,San Antonio Spurs,Home,50%,107,2.04,87,Miami Heat,50%,106,1.83,107,194,Lose,-1,NotFav,-20,1
1749,2021.04.21,Sacramento Kings,Home,63%,121,1.68,128,Minnesota Timberwolves,37%,116,2.26,125,253,Win,0.68,Favourite,7,9
1750,2021.04.21,Indiana Pacers,Home,71%,116,1.26,122,Oklahoma City Thunder,29%,108,4.11,116,238,Win,0.26,Favourite,6,8
1751,2021.04.21,Philadelphia 76ers,Home,54%,111,2.24,113,Phoenix Suns,46%,109,1.7,116,229,Lose,-1,NotFav,2,7
1752,2021.04.21,Houston Rockets,Home,15%,106,5.97,89,Utah Jazz,85%,120,1.15,112,201,Lose,-1,NotFav,-17,-8
1753,2021.04.22,Charlotte Hornets,Away,49%,111,2.04,91,Chicago Bulls,51%,112,1.83,108,199,Lose,-1,NotFav,-20,-4
1754,2021.04.22,Detroit Pistons,Away,40%,107,3.59,91,San Antonio Spurs,60%,111,1.32,106,197,Lose,-1,NotFav,-16,-5
1755,2021.04.22,Los Angeles Lakers,Away,53%,107,2.31,110,Dallas Mavericks,47%,105,1.66,115,225,Lose,-1,NotFav,3,10
1756,2021.04.22,New Orleans Pelicans,Away,64%,114,1.21,135,Orlando Magic,36%,108,4.77,100,235,Win,0.21,Favourite,21,-8
1757,2021.04.22,Philadelphia 76ers,Away,45%,113,3.18,117,Milwaukee Bucks,55%,116,1.38,124,241,Lose,-1,NotFav,4,8
1758,2021.04.22,Phoenix Suns,Away,54%,111,1.74,86,Boston Celtics,46%,109,2.24,99,185,Lose,-1,Favourite,-25,-10
1759,2021.04.22,Chicago Bulls,Home,51%,112,1.83,108,Charlotte Hornets,49%,111,2.04,91,199,Win,0.83,Favourite,-4,-20
1760,2021.04.22,San Antonio Spurs,Home,60%,111,1.32,106,Detroit Pistons,40%,107,3.59,91,197,Win,0.32,Favourite,-5,-16
1761,2021.04.22,Dallas Mavericks,Home,47%,105,1.66,115,Los Angeles Lakers,53%,107,2.31,110,225,Win,0.66,Favourite,10,3
1762,2021.04.22,Orlando Magic,Home,36%,108,4.77,100,New Orleans Pelicans,64%,114,1.21,135,235,Lose,-1,NotFav,-8,21
1763,2021.04.22,Milwaukee Bucks,Home,55%,116,1.38,124,Philadelphia 76ers,45%,113,3.18,117,241,Win,0.38,Favourite,8,4
1764,2021.04.22,Boston Celtics,Home,46%,109,2.24,99,Phoenix Suns,54%,111,1.74,86,185,Win,1.24,NotFav,-10,-25
1765,2021.04.23,Boston Celtics,Away,44%,115,2.38,104,Brooklyn Nets,56%,118,1.63,109,213,Lose,-1,NotFav,-11,-9
1766,2021.04.23,Cleveland Cavaliers,Away,28%,102,2.03,102,Charlotte Hornets,72%,109,1.83,108,210,Lose,-1,NotFav,0,-1
1767,2021.04.23,Denver Nuggets,Away,60%,116,1.72,97,Golden State Warriors,40%,112,2.19,118,215,Lose,-1,Favourite,-19,6
1768,2021.04.23,Los Angeles Clippers,Away,83%,117,1.21,109,Houston Rockets,17%,104,4.77,104,213,Win,0.21,Favourite,-8,0
1769,2021.04.23,Memphis Grizzlies,Away,54%,116,2.53,130,Portland Trail Blazers,46%,114,1.56,128,258,Win,1.53,NotFav,14,14
1770,2021.04.23,Miami Heat,Away,42%,107,1.37,103,Atlanta Hawks,58%,111,3.23,118,221,Lose,-1,Favourite,-4,7
1771,2021.04.23,Washington Wizards,Away,58%,116,1.22,129,Oklahoma City Thunder,42%,112,4.59,109,238,Win,0.22,Favourite,13,-3
1772,2021.04.23,Brooklyn Nets,Home,56%,118,1.63,109,Boston Celtics,44%,115,2.38,104,213,Win,0.63,Favourite,-9,-11
1773,2021.04.23,Charlotte Hornets,Home,72%,109,1.83,108,Cleveland Cavaliers,28%,102,2.03,102,210,Win,0.83,Favourite,-1,0
1774,2021.04.23,Golden State Warriors,Home,40%,112,2.19,118,Denver Nuggets,60%,116,1.72,97,215,Win,1.19,NotFav,6,-19
1775,2021.04.23,Houston Rockets,Home,17%,104,4.77,104,Los Angeles Clippers,83%,117,1.21,109,213,Lose,-1,NotFav,0,-8
1776,2021.04.23,Portland Trail Blazers,Home,46%,114,1.56,128,Memphis Grizzlies,54%,116,2.53,130,258,Lose,-1,Favourite,14,14
1777,2021.04.23,Atlanta Hawks,Home,58%,111,3.23,118,Miami Heat,42%,107,1.37,103,221,Win,2.23,NotFav,7,-4
1778,2021.04.23,Oklahoma City Thunder,Home,42%,112,4.59,109,Washington Wizards,58%,116,1.22,129,238,Lose,-1,NotFav,-3,13
1779,2021.04.24,Chicago Bulls,Away,41%,105,2.64,101,Miami Heat,59%,109,1.52,106,207,Lose,-1,NotFav,-4,-3
1780,2021.04.24,Detroit Pistons,Away,40%,109,2.57,109,Indiana Pacers,60%,113,1.54,115,224,Lose,-1,NotFav,0,2
1781,2021.04.24,Houston Rockets,Away,17%,107,9.2,116,Denver Nuggets,83%,119,1.08,129,245,Lose,-1,NotFav,9,10
1782,2021.04.24,Los Angeles Lakers,Away,53%,107,2.09,93,Dallas Mavericks,47%,105,1.79,108,201,Lose,-1,NotFav,-14,3
1783,2021.04.24,Minnesota Timberwolves,Away,12%,106,7.04,101,Utah Jazz,88%,122,1.11,96,197,Win,6.04,NotFav,-5,-26
1784,2021.04.24,Philadelphia 76ers,Away,45%,113,4.2,94,Milwaukee Bucks,55%,116,1.26,132,226,Lose,-1,NotFav,-19,16
1785,2021.04.24,San Antonio Spurs,Away,47%,114,2.3,110,New Orleans Pelicans,53%,116,1.66,108,218,Win,1.3,NotFav,-4,-8
1786,2021.04.24,Toronto Raptors,Away,42%,104,1.89,103,New York Knicks,58%,107,1.95,120,223,Lose,-1,Favourite,-1,13
1787,2021.04.24,Miami Heat,Home,59%,109,1.52,106,Chicago Bulls,41%,105,2.64,101,207,Win,0.52,Favourite,-3,-4
1788,2021.04.24,Indiana Pacers,Home,60%,113,1.54,115,Detroit Pistons,40%,109,2.57,109,224,Win,0.54,Favourite,2,0
1789,2021.04.24,Denver Nuggets,Home,83%,119,1.08,129,Houston Rockets,17%,107,9.2,116,245,Win,0.08,Favourite,10,9
1790,2021.04.24,Dallas Mavericks,Home,47%,105,1.79,108,Los Angeles Lakers,53%,107,2.09,93,201,Win,0.79,Favourite,3,-14
1791,2021.04.24,Utah Jazz,Home,88%,122,1.11,96,Minnesota Timberwolves,12%,106,7.04,101,197,Lose,-1,Favourite,-26,-5
1792,2021.04.24,Milwaukee Bucks,Home,55%,116,1.26,132,Philadelphia 76ers,45%,113,4.2,94,226,Win,0.26,Favourite,16,-19
1793,2021.04.24,New Orleans Pelicans,Home,53%,116,1.66,108,San Antonio Spurs,47%,114,2.3,110,218,Lose,-1,Favourite,-8,-4
1794,2021.04.24,New York Knicks,Home,58%,107,1.95,120,Toronto Raptors,42%,104,1.89,103,223,Win,0.95,NotFav,13,-1
1795,2021.04.25,Boston Celtics,Away,56%,112,1.29,104,Charlotte Hornets,44%,109,3.77,125,229,Lose,-1,Favourite,-8,16
1796,2021.04.25,Cleveland Cavaliers,Away,36%,109,3.39,110,Washington Wizards,64%,114,1.34,119,229,Lose,-1,NotFav,1,5
1797,2021.04.25,Indiana Pacers,Away,65%,113,1.44,131,Orlando Magic,35%,107,2.92,112,243,Win,0.44,Favourite,18,5
1798,2021.04.25,Memphis Grizzlies,Away,54%,116,2.36,120,Portland Trail Blazers,46%,114,1.63,113,233,Win,1.36,NotFav,4,-1
1799,2021.04.25,Milwaukee Bucks,Away,58%,120,1.45,104,Atlanta Hawks,42%,116,2.88,111,215,Lose,-1,Favourite,-16,-5
1800,2021.04.25,Phoenix Suns,Away,51%,116,1.99,119,Brooklyn Nets,49%,115,1.87,128,247,Lose,-1,NotFav,3,13
1801,2021.04.25,Sacramento Kings,Away,38%,115,3.6,113,Golden State Warriors,62%,120,1.31,117,230,Lose,-1,NotFav,-2,-3
1802,2021.04.25,Charlotte Hornets,Home,44%,109,3.77,125,Boston Celtics,56%,112,1.29,104,229,Win,2.77,NotFav,16,-8
1803,2021.04.25,Washington Wizards,Home,64%,114,1.34,119,Cleveland Cavaliers,36%,109,3.39,110,229,Win,0.34,Favourite,5,1
1804,2021.04.25,Orlando Magic,Home,35%,107,2.92,112,Indiana Pacers,65%,113,1.44,131,243,Lose,-1,NotFav,5,18
1805,2021.04.25,Portland Trail Blazers,Home,46%,114,1.63,113,Memphis Grizzlies,54%,116,2.36,120,233,Lose,-1,Favourite,-1,4
1806,2021.04.25,Atlanta Hawks,Home,42%,116,2.88,111,Milwaukee Bucks,58%,120,1.45,104,215,Win,1.88,NotFav,-5,-16
1807,2021.04.25,Brooklyn Nets,Home,49%,115,1.87,128,Phoenix Suns,51%,116,1.99,119,247,Win,0.87,Favourite,13,3
1808,2021.04.25,Golden State Warriors,Home,62%,120,1.31,117,Sacramento Kings,38%,115,3.6,113,230,Win,0.31,Favourite,-3,-2
1809,2021.04.26,Atlanta Hawks,Away,61%,112,1.57,86,Detroit Pistons,39%,107,2.5,100,186,Lose,-1,Favourite,-26,-7
1810,2021.04.26,Chicago Bulls,Away,40%,105,2.94,110,Miami Heat,60%,109,1.44,102,212,Win,1.94,NotFav,5,-7
1811,2021.04.26,Cleveland Cavaliers,Away,28%,104,6.26,96,Toronto Raptors,72%,112,1.14,112,208,Lose,-1,NotFav,-8,0
1812,2021.04.26,Dallas Mavericks,Away,62%,118,1.39,106,Sacramento Kings,38%,113,3.14,113,219,Lose,-1,Favourite,-12,0
1813,2021.04.26,Los Angeles Clippers,Away,67%,118,1.76,103,New Orleans Pelicans,33%,111,2.11,120,223,Lose,-1,Favourite,-15,9
1814,2021.04.26,Los Angeles Lakers,Away,77%,109,1.14,114,Orlando Magic,23%,99,6.23,103,217,Win,0.14,Favourite,5,4
1815,2021.04.26,Memphis Grizzlies,Away,40%,112,2.43,96,Denver Nuggets,60%,116,1.6,120,216,Lose,-1,NotFav,-16,4
1816,2021.04.26,Oklahoma City Thunder,Away,16%,103,11.04,90,Philadelphia 76ers,84%,116,1.06,121,211,Lose,-1,NotFav,-13,5
1817,2021.04.26,Phoenix Suns,Away,57%,107,1.7,118,New York Knicks,43%,104,2.22,110,228,Win,0.7,Favourite,11,6
1818,2021.04.26,San Antonio Spurs,Away,52%,116,1.75,146,Washington Wizards,48%,114,2.14,143,289,Win,0.75,Favourite,30,29
1819,2021.04.26,Utah Jazz,Away,84%,121,1.19,104,Minnesota Timberwolves,16%,107,4.97,105,209,Lose,-1,Favourite,-17,-2
1820,2021.04.26,Detroit Pistons,Home,39%,107,2.5,100,Atlanta Hawks,61%,112,1.57,86,186,Win,1.5,NotFav,-7,-26
1821,2021.04.26,Miami Heat,Home,60%,109,1.44,102,Chicago Bulls,40%,105,2.94,110,212,Lose,-1,Favourite,-7,5
1822,2021.04.26,Toronto Raptors,Home,72%,112,1.14,112,Cleveland Cavaliers,28%,104,6.26,96,208,Win,0.14,Favourite,0,-8
1823,2021.04.26,Sacramento Kings,Home,38%,113,3.14,113,Dallas Mavericks,62%,118,1.39,106,219,Win,2.14,NotFav,0,-12
1824,2021.04.26,New Orleans Pelicans,Home,33%,111,2.11,120,Los Angeles Clippers,67%,118,1.76,103,223,Win,1.11,NotFav,9,-15
1825,2021.04.26,Orlando Magic,Home,23%,99,6.23,103,Los Angeles Lakers,77%,109,1.14,114,217,Lose,-1,NotFav,4,5
1826,2021.04.26,Denver Nuggets,Home,60%,116,1.6,120,Memphis Grizzlies,40%,112,2.43,96,216,Win,0.6,Favourite,4,-16
1827,2021.04.26,Philadelphia 76ers,Home,84%,116,1.06,121,Oklahoma City Thunder,16%,103,11.04,90,211,Win,0.06,Favourite,5,-13
1828,2021.04.26,New York Knicks,Home,43%,104,2.22,110,Phoenix Suns,57%,107,1.7,118,228,Lose,-1,NotFav,6,11
1829,2021.04.26,Washington Wizards,Home,48%,114,2.14,143,San Antonio Spurs,52%,116,1.75,146,289,Lose,-1,NotFav,29,30
1830,2021.04.26,Minnesota Timberwolves,Home,16%,107,4.97,105,Utah Jazz,84%,121,1.19,104,209,Win,3.97,NotFav,-2,-17
1831,2021.04.27,Brooklyn Nets,Away,57%,118,1.5,116,Toronto Raptors,43%,115,2.66,103,219,Win,0.5,Favourite,-2,-12
1832,2021.04.27,Dallas Mavericks,Away,51%,112,2.45,133,Golden State Warriors,49%,111,1.59,103,236,Win,1.45,NotFav,21,-8
1833,2021.04.27,Milwaukee Bucks,Away,66%,118,1.24,114,Charlotte Hornets,34%,112,4.37,104,218,Win,0.24,Favourite,-4,-8
1834,2021.04.27,Minnesota Timberwolves,Away,49%,113,1.74,114,Houston Rockets,51%,114,2.15,107,221,Win,0.74,Favourite,1,-7
1835,2021.04.27,Oklahoma City Thunder,Away,20%,104,6.16,119,Boston Celtics,80%,115,1.14,115,234,Win,5.16,NotFav,15,0
1836,2021.04.27,Portland Trail Blazers,Away,47%,116,1.45,133,Indiana Pacers,53%,118,2.89,112,245,Win,0.45,Favourite,17,-6
1837,2021.04.27,Toronto Raptors,Home,43%,115,2.66,103,Brooklyn Nets,57%,118,1.5,116,219,Lose,-1,NotFav,-12,-2
1838,2021.04.27,Golden State Warriors,Home,49%,111,1.59,103,Dallas Mavericks,51%,112,2.45,133,236,Lose,-1,Favourite,-8,21
1839,2021.04.27,Charlotte Hornets,Home,34%,112,4.37,104,Milwaukee Bucks,66%,118,1.24,114,218,Lose,-1,NotFav,-8,-4
1840,2021.04.27,Houston Rockets,Home,51%,114,2.15,107,Minnesota Timberwolves,49%,113,1.74,114,221,Lose,-1,NotFav,-7,1
1841,2021.04.27,Boston Celtics,Home,80%,115,1.14,115,Oklahoma City Thunder,20%,104,6.16,119,234,Lose,-1,Favourite,0,15
1842,2021.04.27,Indiana Pacers,Home,53%,118,2.89,112,Portland Trail Blazers,47%,116,1.45,133,245,Lose,-1,NotFav,-6,17
1843,2021.04.28,Atlanta Hawks,Away,39%,109,4.85,83,Philadelphia 76ers,61%,114,1.2,127,210,Lose,-1,NotFav,-26,13
1844,2021.04.28,Charlotte Hornets,Away,36%,107,3.07,111,Boston Celtics,64%,112,1.4,120,231,Lose,-1,NotFav,4,8
1845,2021.04.28,Chicago Bulls,Away,36%,104,2.5,94,New York Knicks,64%,109,1.57,113,207,Lose,-1,NotFav,-10,4
1846,2021.04.28,Los Angeles Clippers,Away,51%,112,2.58,101,Phoenix Suns,49%,111,1.55,109,210,Lose,-1,NotFav,-11,-2
1847,2021.04.28,Los Angeles Lakers,Away,63%,114,1.89,107,Washington Wizards,37%,109,1.96,116,223,Lose,-1,Favourite,-7,7
1848,2021.04.28,New Orleans Pelicans,Away,33%,112,2.45,112,Denver Nuggets,67%,119,1.59,114,226,Lose,-1,NotFav,0,-5
1849,2021.04.28,Orlando Magic,Away,42%,103,2.44,109,Cleveland Cavaliers,58%,106,1.6,104,213,Win,1.44,NotFav,6,-2
1850,2021.04.28,Portland Trail Blazers,Away,40%,114,2.05,130,Memphis Grizzlies,60%,118,1.81,109,239,Win,1.05,NotFav,16,-9
1851,2021.04.28,San Antonio Spurs,Away,43%,104,2.66,111,Miami Heat,57%,107,1.51,116,227,Lose,-1,NotFav,7,9
1852,2021.04.28,Utah Jazz,Away,77%,122,1.25,154,Sacramento Kings,23%,112,4.19,105,259,Win,0.25,Favourite,32,-7
1853,2021.04.28,Philadelphia 76ers,Home,61%,114,1.2,127,Atlanta Hawks,39%,109,4.85,83,210,Win,0.2,Favourite,13,-26
1854,2021.04.28,Boston Celtics,Home,64%,112,1.4,120,Charlotte Hornets,36%,107,3.07,111,231,Win,0.4,Favourite,8,4
1855,2021.04.28,New York Knicks,Home,64%,109,1.57,113,Chicago Bulls,36%,104,2.5,94,207,Win,0.57,Favourite,4,-10
1856,2021.04.28,Phoenix Suns,Home,49%,111,1.55,109,Los Angeles Clippers,51%,112,2.58,101,210,Win,0.55,Favourite,-2,-11
1857,2021.04.28,Washington Wizards,Home,37%,109,1.96,116,Los Angeles Lakers,63%,114,1.89,107,223,Win,0.96,NotFav,7,-7
1858,2021.04.28,Denver Nuggets,Home,67%,119,1.59,114,New Orleans Pelicans,33%,112,2.45,112,226,Win,0.59,Favourite,-5,0
1859,2021.04.28,Cleveland Cavaliers,Home,58%,106,1.6,104,Orlando Magic,42%,103,2.44,109,213,Lose,-1,Favourite,-2,6
1860,2021.04.28,Memphis Grizzlies,Home,60%,118,1.81,109,Portland Trail Blazers,40%,114,2.05,130,239,Lose,-1,Favourite,-9,16
1861,2021.04.28,Miami Heat,Home,57%,107,1.51,116,San Antonio Spurs,43%,104,2.66,111,227,Win,0.51,Favourite,9,7
1862,2021.04.28,Sacramento Kings,Home,23%,112,4.19,105,Utah Jazz,77%,122,1.25,154,259,Lose,-1,NotFav,-7,32
1863,2021.04.29,Brooklyn Nets,Away,57%,120,1.47,130,Indiana Pacers,43%,116,2.81,113,243,Win,0.47,Favourite,10,-3
1864,2021.04.29,Dallas Mavericks,Away,62%,111,1.32,115,Detroit Pistons,38%,106,3.55,105,220,Win,0.32,Favourite,4,-1
1865,2021.04.29,Golden State Warriors,Away,65%,118,1.56,114,Minnesota Timberwolves,35%,112,2.52,126,240,Lose,-1,Favourite,-4,14
1866,2021.04.29,Milwaukee Bucks,Away,81%,121,1.09,136,Houston Rockets,19%,109,8.24,143,279,Lose,-1,Favourite,15,34
1867,2021.04.29,New Orleans Pelicans,Away,67%,117,1.23,109,Oklahoma City Thunder,33%,110,4.5,95,204,Win,0.23,Favourite,-8,-15
1868,2021.04.29,Toronto Raptors,Away,32%,109,2.63,111,Denver Nuggets,68%,116,1.52,121,232,Lose,-1,NotFav,2,5
1869,2021.04.29,Indiana Pacers,Home,43%,116,2.81,113,Brooklyn Nets,57%,120,1.47,130,243,Lose,-1,NotFav,-3,10
1870,2021.04.29,Detroit Pistons,Home,38%,106,3.55,105,Dallas Mavericks,62%,111,1.32,115,220,Lose,-1,NotFav,-1,4
1871,2021.04.29,Minnesota Timberwolves,Home,35%,112,2.52,126,Golden State Warriors,65%,118,1.56,114,240,Win,1.52,NotFav,14,-4
1872,2021.04.29,Houston Rockets,Home,19%,109,8.24,143,Milwaukee Bucks,81%,121,1.09,136,279,Win,7.24,NotFav,34,15
1873,2021.04.29,Oklahoma City Thunder,Home,33%,110,4.5,95,New Orleans Pelicans,67%,117,1.23,109,204,Lose,-1,NotFav,-15,-8
1874,2021.04.29,Denver Nuggets,Home,68%,116,1.52,121,Toronto Raptors,32%,109,2.63,111,232,Win,0.52,Favourite,5,2
1875,2021.04.30,Atlanta Hawks,Away,39%,109,3.55,104,Philadelphia 76ers,61%,114,1.32,126,230,Lose,-1,NotFav,-5,12
1876,2021.04.30,Milwaukee Bucks,Away,68%,120,1.8,108,Chicago Bulls,32%,113,2.07,98,206,Win,0.8,Favourite,-12,-15
1877,2021.04.30,Orlando Magic,Away,21%,104,7.49,75,Memphis Grizzlies,79%,114,1.11,92,167,Lose,-1,NotFav,-29,-22
1878,2021.04.30,Portland Trail Blazers,Away,36%,116,1.66,128,Brooklyn Nets,64%,122,2.3,109,237,Win,0.66,Favourite,12,-13
1879,2021.04.30,Sacramento Kings,Away,28%,108,6.02,110,Los Angeles Lakers,72%,116,1.15,106,216,Win,5.02,NotFav,2,-10
1880,2021.04.30,San Antonio Spurs,Away,37%,107,2.65,140,Boston Celtics,63%,112,1.52,143,283,Lose,-1,NotFav,33,31
1881,2021.04.30,Utah Jazz,Away,55%,114,2.44,100,Phoenix Suns,45%,111,1.61,121,221,Lose,-1,NotFav,-14,10
1882,2021.04.30,Washington Wizards,Away,57%,114,1.38,122,Cleveland Cavaliers,43%,111,3.18,93,215,Win,0.38,Favourite,8,-18
1883,2021.04.30,Philadelphia 76ers,Home,61%,114,1.32,126,Atlanta Hawks,39%,109,3.55,104,230,Win,0.32,Favourite,12,-5
1884,2021.04.30,Chicago Bulls,Home,32%,113,2.07,98,Milwaukee Bucks,68%,120,1.8,108,206,Lose,-1,NotFav,-15,-12
1885,2021.04.30,Memphis Grizzlies,Home,79%,114,1.11,92,Orlando Magic,21%,104,7.49,75,167,Win,0.11,Favourite,-22,-29
1886,2021.04.30,Brooklyn Nets,Home,64%,122,2.3,109,Portland Trail Blazers,36%,116,1.66,128,237,Lose,-1,NotFav,-13,12
1887,2021.04.30,Los Angeles Lakers,Home,72%,116,1.15,106,Sacramento Kings,28%,108,6.02,110,216,Lose,-1,Favourite,-10,2
1888,2021.04.30,Boston Celtics,Home,63%,112,1.52,143,San Antonio Spurs,37%,107,2.65,140,283,Win,0.52,Favourite,31,33
1889,2021.04.30,Phoenix Suns,Home,45%,111,1.61,121,Utah Jazz,55%,114,2.44,100,221,Win,0.61,Favourite,10,-14
1890,2021.04.30,Cleveland Cavaliers,Home,43%,111,3.18,93,Washington Wizards,57%,114,1.38,122,215,Lose,-1,NotFav,-18,8
1891,2021.05.01,Chicago Bulls,Away,36%,110,3.91,97,Atlanta Hawks,64%,115,1.28,108,205,Lose,-1,NotFav,-13,-7
1892,2021.05.01,Denver Nuggets,Away,38%,109,2.83,110,Los Angeles Clippers,62%,114,1.46,104,214,Win,1.83,NotFav,1,-10
1893,2021.05.01,Detroit Pistons,Away,38%,104,3.74,94,Charlotte Hornets,62%,109,1.3,107,201,Lose,-1,NotFav,-10,-2
1894,2021.05.01,Golden State Warriors,Away,68%,116,1.26,113,Houston Rockets,32%,109,4.14,87,200,Win,0.26,Favourite,-3,-22
1895,2021.05.01,Indiana Pacers,Away,68%,116,1.3,152,Oklahoma City Thunder,32%,109,3.73,95,247,Win,0.3,Favourite,36,-14
1896,2021.05.01,Memphis Grizzlies,Away,74%,114,1.13,111,Orlando Magic,26%,105,6.38,112,223,Lose,-1,Favourite,-3,7
1897,2021.05.01,Miami Heat,Away,68%,106,1.14,124,Cleveland Cavaliers,32%,100,6.25,107,231,Win,0.14,Favourite,18,7
1898,2021.05.01,New Orleans Pelicans,Away,63%,120,1.62,140,Minnesota Timberwolves,37%,114,2.39,136,276,Win,0.62,Favourite,20,22
1899,2021.05.01,Toronto Raptors,Away,22%,107,3.28,102,Utah Jazz,78%,117,1.37,106,208,Lose,-1,NotFav,-5,-11
1900,2021.05.01,Washington Wizards,Away,33%,112,2.62,124,Dallas Mavericks,67%,118,1.53,125,249,Lose,-1,NotFav,12,7
1901,2021.05.01,Atlanta Hawks,Home,64%,115,1.28,108,Chicago Bulls,36%,110,3.91,97,205,Win,0.28,Favourite,-7,-13
1902,2021.05.01,Los Angeles Clippers,Home,62%,114,1.46,104,Denver Nuggets,38%,109,2.83,110,214,Lose,-1,Favourite,-10,1
1903,2021.05.01,Charlotte Hornets,Home,62%,109,1.3,107,Detroit Pistons,38%,104,3.74,94,201,Win,0.3,Favourite,-2,-10
